,Ref,,,,,APTMS,,,,
Time,100pc10int,50pc10int,50pc7int,50pc6int,10pct7int,100pct10int,50pct10int,50pct7int,50pct6int,10pct7int
2357.76,3,4,13,28,36,8,1,4,16,19
2358.272,3,6,13,26,29,1,4,12,21,23
2358.784,2,7,9,24,38,2,7,18,20,24
2359.296,3,6,5,25,31,4,6,16,20,27
2359.808,2,6,12,25,44,5,12,18,24,19
2360.32,1,7,14,26,37,4,8,18,18,33
2360.832,1,4,11,26,31,3,3,11,24,18
2361.344,0,3,10,27,36,5,9,12,15,24
2361.856,2,6,12,29,24,0,6,13,9,22
2362.368,3,6,8,31,32,2,5,19,16,32
2362.88,2,3,16,36,35,6,10,26,29,29
2363.392,3,4,15,23,32,4,2,22,15,22
2363.904,2,7,16,35,42,3,11,13,25,18
2364.416,1,4,10,23,34,1,7,9,17,19
2364.928,1,3,18,31,44,2,6,15,15,32
2365.44,2,5,15,28,45,2,6,17,20,24
2365.952,3,3,5,27,27,6,6,18,13,19
2366.464,1,9,12,24,35,5,6,17,12,23
2366.976,0,3,8,29,33,6,12,21,24,16
2367.488,2,8,14,28,34,4,2,18,14,21
2368,1,8,15,21,24,6,11,19,20,13
2368.512,1,4,16,26,35,7,11,20,17,16
2369.024,2,5,17,27,32,2,6,12,19,20
2369.536,3,5,15,24,38,1,8,18,24,16
2370.048,3,4,18,22,25,2,5,10,15,21
2370.56,1,8,16,28,36,2,3,21,30,24
2371.072,3,5,17,22,39,3,6,16,20,28
2371.584,0,7,18,26,33,2,11,11,13,24
2372.096,6,4,9,18,22,5,8,16,22,20
2372.608,1,7,16,22,35,4,3,17,20,22
2373.12,4,1,16,30,43,3,8,8,22,20
2373.632,1,3,14,19,37,0,6,17,28,11
2374.144,0,4,14,29,27,5,11,22,23,24
2374.656,1,7,16,38,31,3,5,17,13,17
2375.168,0,9,10,23,39,3,10,19,16,23
2375.68,1,4,16,26,32,2,7,18,15,19
2376.192,1,8,10,28,38,4,3,14,21,12
2376.704,2,8,16,32,35,2,6,24,26,22
2377.216,4,7,14,22,34,7,7,8,24,32
2377.728,1,2,9,25,44,3,8,14,13,17
2378.24,1,3,13,27,36,4,11,10,15,25
2378.752,2,4,12,31,37,3,11,18,27,21
2379.264,0,2,13,27,32,1,8,16,14,22
2379.776,0,5,15,23,39,3,4,16,19,19
2380.288,1,3,10,31,39,0,4,13,25,24
2380.8,2,4,13,31,34,0,8,8,18,21
2381.312,0,6,9,34,42,7,7,16,14,25
2381.824,1,4,13,37,48,2,6,12,28,27
2382.336,1,5,15,31,49,4,6,10,17,20
2382.848,0,5,13,25,27,3,11,15,30,29
2383.36,1,5,17,24,27,2,10,19,16,10
2383.872,0,3,17,26,48,2,5,20,13,24
2384.384,0,4,11,22,38,3,4,20,15,23
2384.896,2,4,11,24,30,3,9,16,19,19
2385.408,3,8,19,28,44,1,3,9,17,21
2385.92,2,4,15,24,37,4,9,19,13,18
2386.432,1,5,18,20,31,3,5,14,12,28
2386.944,2,7,16,31,27,2,7,17,16,21
2387.456,3,4,15,25,35,3,11,15,18,22
2387.968,1,1,15,20,33,2,12,15,18,17
2388.48,5,3,21,33,37,5,4,15,21,13
2388.992,1,4,9,29,34,1,5,12,24,26
2389.504,2,7,21,24,28,5,4,21,16,19
2390.016,0,5,7,28,48,3,7,9,15,18
2390.528,2,4,19,31,27,2,8,14,25,21
2391.04,2,2,20,28,29,3,6,12,17,22
2391.552,1,3,18,29,43,1,8,12,16,28
2392.064,3,0,8,38,25,2,5,18,19,22
2392.576,2,7,10,26,38,7,5,9,18,20
2393.088,1,7,15,28,26,3,5,16,14,12
2393.6,0,4,23,29,26,6,11,5,16,21
2394.112,1,3,8,25,34,5,6,18,25,31
2394.624,2,6,19,25,23,5,10,16,20,15
2395.136,3,2,10,24,37,1,7,12,19,20
2395.648,2,8,11,18,37,4,6,16,21,18
2396.16,1,5,22,32,37,4,10,22,13,19
2396.672,1,2,12,22,34,4,3,13,23,28
2397.184,2,4,14,24,28,3,7,11,19,16
2397.696,1,2,10,27,36,4,6,19,18,28
2398.208,5,2,11,22,35,3,6,12,23,29
2398.72,3,6,11,32,33,3,7,13,20,23
2399.232,2,5,16,29,34,1,4,13,13,8
2399.744,0,5,16,23,36,4,3,8,10,18
2400.256,3,3,11,28,25,6,6,16,14,23
2400.768,3,3,16,25,36,5,5,17,21,14
2401.28,0,9,13,25,37,2,8,20,19,25
2401.792,1,5,20,29,38,2,7,18,19,24
2402.304,0,2,16,30,44,3,4,14,17,18
2402.816,1,6,20,27,35,2,6,16,15,12
2403.328,1,4,14,39,36,8,6,14,19,20
2403.84,0,7,6,23,34,1,10,23,15,27
2404.352,2,4,6,24,41,0,3,14,22,22
2404.864,0,5,8,25,35,3,7,13,15,21
2405.376,3,5,14,28,39,4,7,13,17,22
2405.888,1,4,6,23,38,5,6,17,22,22
2406.4,0,7,13,25,36,4,9,12,21,20
2406.912,0,4,18,19,40,5,6,16,14,28
2407.424,0,11,9,25,28,7,8,10,20,16
2407.936,1,6,14,26,47,2,9,14,19,17
2408.448,2,1,13,26,31,0,1,16,18,17
2408.96,2,2,14,26,34,6,10,10,27,21
2409.472,2,5,10,23,36,2,8,12,24,20
2409.984,3,7,7,27,36,2,2,13,17,19
2410.496,1,3,6,17,38,3,10,14,31,24
2411.008,1,1,14,21,33,7,3,8,21,21
2411.52,1,9,11,20,32,2,3,13,19,20
2412.032,2,3,10,31,35,3,6,13,21,15
2412.544,2,5,9,21,37,0,3,21,22,26
2413.056,1,4,17,27,28,0,8,17,20,25
2413.568,1,4,14,19,28,2,8,19,22,26
2414.08,0,3,11,26,38,6,9,24,16,21
2414.592,2,5,12,32,34,4,4,14,27,21
2415.104,1,1,15,22,42,8,7,18,21,17
2415.616,0,2,13,22,38,2,10,14,20,16
2416.128,3,2,20,27,30,3,3,17,20,24
2416.64,0,8,15,28,39,4,3,16,14,20
2417.152,0,4,8,29,42,5,13,10,19,15
2417.664,3,2,14,40,30,6,5,19,22,27
2418.176,2,7,12,25,31,2,10,16,15,31
2418.688,4,11,12,28,33,3,5,13,21,15
2419.2,2,4,9,25,39,6,4,17,18,22
2419.712,1,5,12,25,43,4,6,13,18,11
2420.224,3,1,15,22,29,4,7,25,17,31
2420.736,1,6,15,34,32,3,6,14,24,22
2421.248,2,5,11,22,29,4,9,10,24,25
2421.76,1,6,11,24,31,2,5,10,22,18
2422.272,0,7,10,28,36,7,6,15,16,14
2422.784,2,2,12,26,39,3,8,22,18,21
2423.296,2,3,10,33,30,4,10,11,24,19
2423.808,2,3,15,33,37,1,6,22,23,15
2424.32,1,3,9,24,42,4,7,17,15,19
2424.832,1,5,12,23,36,2,4,17,11,20
2425.344,1,6,23,36,32,3,4,19,24,25
2425.856,0,3,17,21,50,3,10,21,23,22
2426.368,0,1,7,28,46,3,8,13,23,28
2426.88,0,2,13,25,38,5,9,15,21,21
2427.392,2,5,13,22,36,3,4,13,22,22
2427.904,1,8,19,29,33,1,5,19,16,25
2428.416,1,8,14,19,26,0,7,14,22,23
2428.928,4,1,9,23,21,6,6,16,18,17
2429.44,0,6,11,23,29,2,7,22,26,18
2429.952,1,1,13,22,41,2,9,18,22,26
2430.464,1,2,18,28,36,5,3,20,25,23
2430.976,1,8,11,29,29,4,8,12,24,22
2431.488,4,4,18,31,33,1,8,14,24,23
2432,2,5,15,14,32,6,4,16,27,23
2432.512,2,7,16,30,24,4,8,17,18,25
2433.024,1,5,15,15,40,7,3,14,11,21
2433.536,2,10,15,12,39,3,7,16,15,15
2434.048,1,4,18,30,36,4,10,15,15,21
2434.56,1,7,15,18,33,5,4,22,19,11
2435.072,4,8,16,23,26,4,3,17,21,24
2435.584,2,5,22,18,30,4,6,15,28,18
2436.096,1,3,18,30,48,3,8,12,21,25
2436.608,0,4,16,36,43,5,6,16,20,27
2437.12,0,6,11,29,22,4,7,12,24,21
2437.632,0,6,18,33,24,4,7,14,18,15
2438.144,0,1,13,34,34,4,2,14,22,21
2438.656,3,3,13,25,33,4,7,18,16,23
2439.168,3,3,12,26,31,1,5,16,16,16
2439.68,2,3,22,22,42,5,10,18,15,18
2440.192,1,7,14,31,37,2,3,22,22,26
2440.704,3,5,11,28,33,3,7,17,14,19
2441.216,2,5,15,25,31,3,2,9,22,30
2441.728,2,4,12,24,26,5,5,14,19,14
2442.24,2,5,11,31,32,5,9,18,22,14
2442.752,3,3,9,20,32,2,5,5,17,23
2443.264,1,2,16,25,32,4,7,10,15,15
2443.776,1,4,12,23,32,0,3,14,25,17
2444.288,1,2,12,33,38,7,4,11,19,22
2444.8,2,2,19,31,30,3,7,9,21,19
2445.312,2,2,14,32,39,4,5,13,16,21
2445.824,1,6,18,22,31,3,8,18,17,17
2446.336,0,5,12,21,33,5,6,13,32,30
2446.848,4,6,18,24,47,4,9,9,12,19
2447.36,1,5,16,22,31,4,8,19,20,14
2447.872,0,2,13,32,39,6,5,16,18,26
2448.384,1,6,12,21,39,3,8,14,19,24
2448.896,0,4,12,35,40,1,5,6,9,20
2449.408,2,8,11,22,31,3,8,9,18,24
2449.92,0,6,11,27,34,3,5,14,33,30
2450.432,1,4,15,24,38,2,5,7,18,20
2450.944,2,8,13,21,32,2,6,9,23,23
2451.456,0,3,20,36,37,6,5,17,25,14
2451.968,1,4,11,25,31,2,11,13,21,21
2452.48,2,8,15,24,35,6,1,12,17,17
2452.992,0,5,15,26,34,6,8,19,20,15
2453.504,0,4,14,34,34,2,5,15,24,22
2454.016,3,5,15,36,41,1,11,13,21,25
2454.528,2,6,9,23,38,2,1,15,14,28
2455.04,0,3,13,22,40,3,11,23,19,18
2455.552,0,3,11,22,34,5,4,18,14,21
2456.064,1,2,13,23,26,3,9,15,16,17
2456.576,1,3,8,22,46,4,9,15,16,22
2457.088,2,5,9,28,34,2,5,17,15,20
2457.6,3,2,12,27,32,5,9,13,21,22
2458.112,3,4,13,32,41,3,8,12,17,21
2458.624,1,0,10,24,30,1,5,21,25,25
2459.136,2,3,18,34,47,4,4,14,24,22
2459.648,0,7,9,23,27,9,3,14,17,22
2460.16,4,6,4,28,44,4,4,18,19,20
2460.672,1,6,12,18,26,1,8,12,21,29
2461.184,2,5,16,35,29,3,3,14,14,18
2461.696,2,5,14,20,45,4,6,9,14,23
2462.208,3,4,15,21,41,3,3,8,12,12
2462.72,2,4,18,27,41,1,5,8,15,15
2463.232,3,3,12,23,39,2,7,13,11,16
2463.744,0,3,14,30,29,3,5,18,24,13
2464.256,6,2,11,20,33,2,8,11,18,22
2464.768,2,7,9,22,41,5,8,17,16,23
2465.28,1,6,14,25,31,2,7,16,20,23
2465.792,0,3,16,29,23,5,3,11,20,29
2466.304,1,8,9,20,29,4,11,17,24,19
2466.816,3,3,11,17,33,4,2,19,26,16
2467.328,3,6,8,28,34,7,5,9,22,22
2467.84,5,8,15,21,28,4,4,20,16,21
2468.352,1,3,15,29,23,0,7,16,19,23
2468.864,3,4,13,23,35,0,10,17,20,17
2469.376,1,6,19,29,33,1,6,14,16,23
2469.888,4,5,17,19,34,5,6,9,26,24
2470.4,1,4,20,30,27,4,4,12,15,18
2470.912,2,2,19,28,35,5,7,16,25,19
2471.424,2,5,19,32,43,5,1,7,11,22
2471.936,0,5,18,20,32,4,0,18,21,16
2472.448,1,1,13,26,28,2,4,17,15,19
2472.96,0,6,12,27,29,3,11,17,18,18
2473.472,0,2,12,31,29,3,7,13,16,21
2473.984,2,4,3,26,35,5,9,16,14,18
2474.496,2,3,12,20,30,4,10,13,25,23
2475.008,0,5,18,27,36,2,10,12,24,21
2475.52,2,3,6,25,47,6,8,15,16,21
2476.032,1,5,6,22,33,3,2,19,21,28
2476.544,1,3,10,29,22,3,6,15,24,22
2477.056,1,3,10,32,36,3,10,14,23,20
2477.568,1,2,14,26,33,6,1,14,13,18
2478.08,1,5,7,28,27,4,8,6,22,18
2478.592,0,3,9,22,38,5,4,19,19,24
2479.104,0,3,16,19,34,3,5,12,19,19
2479.616,3,6,7,27,34,5,10,10,17,27
2480.128,2,3,15,20,32,3,3,19,19,19
2480.64,2,3,21,31,30,8,6,9,17,14
2481.152,1,3,10,23,37,1,8,15,20,9
2481.664,0,3,13,17,29,2,9,11,25,28
2482.176,4,3,5,25,35,2,13,14,16,15
2482.688,2,1,13,24,30,1,10,12,19,16
2483.2,0,1,14,24,36,3,5,20,13,21
2483.712,1,6,13,23,30,2,2,8,17,23
2484.224,2,4,10,23,36,1,8,10,20,16
2484.736,0,2,9,20,28,3,6,8,20,28
2485.248,1,5,14,23,30,1,8,12,25,21
2485.76,1,4,13,20,37,3,5,12,17,17
2486.272,4,7,16,24,28,2,8,11,21,20
2486.784,2,4,12,22,42,5,6,20,16,19
2487.296,1,3,7,33,27,3,5,9,19,25
2487.808,2,6,13,16,39,0,9,18,14,13
2488.32,1,7,17,22,23,3,14,9,30,22
2488.832,1,4,22,18,36,3,5,15,16,25
2489.344,0,1,18,36,29,1,4,16,32,27
2489.856,1,4,19,23,29,7,4,14,15,28
2490.368,1,2,8,21,48,6,4,19,20,23
2490.88,2,2,12,15,40,4,13,21,20,21
2491.392,3,5,13,25,23,2,9,17,18,38
2491.904,1,5,17,27,29,2,2,13,23,23
2492.416,4,2,13,16,46,3,4,13,10,19
2492.928,1,7,13,26,32,5,7,15,18,22
2493.44,2,4,10,22,30,1,10,10,19,18
2493.952,1,5,14,23,28,2,6,14,25,17
2494.464,2,2,13,32,30,5,5,21,20,29
2494.976,0,5,21,23,30,1,8,17,11,21
2495.488,4,4,13,22,40,3,6,19,18,19
2496,2,3,20,26,23,4,5,14,22,23
2496.512,2,4,9,19,47,3,8,14,16,12
2497.024,2,6,12,15,39,1,7,22,17,28
2497.536,2,2,15,22,39,4,3,8,18,22
2498.048,3,10,17,19,32,0,7,11,25,23
2498.56,1,6,20,39,31,3,5,12,30,25
2499.072,2,3,18,21,33,1,10,17,23,19
2499.584,1,1,16,21,26,5,9,12,26,28
2500.096,1,4,7,33,36,6,5,12,19,19
2500.608,5,4,15,29,35,1,6,12,17,23
2501.12,2,1,12,30,37,2,7,11,28,19
2501.632,4,3,14,30,31,5,5,18,19,20
2502.144,1,3,12,36,31,4,7,20,17,20
2502.656,2,6,15,28,41,4,7,21,14,14
2503.168,1,2,15,26,34,1,5,14,21,23
2503.68,0,4,12,26,41,3,7,8,20,16
2504.192,2,1,5,23,33,1,5,13,22,19
2504.704,2,5,18,26,27,3,6,13,23,24
2505.216,2,3,12,22,38,2,9,22,19,18
2505.728,0,6,13,30,31,3,3,15,15,28
2506.24,0,4,16,14,29,3,6,15,12,20
2506.752,3,9,18,29,34,1,6,12,24,17
2507.264,5,4,6,30,35,8,5,21,31,19
2507.776,2,3,11,22,37,4,2,7,17,15
2508.288,7,9,15,26,28,2,3,13,21,25
2508.8,3,5,21,30,35,3,6,17,16,26
2509.312,0,5,15,14,36,4,3,11,18,18
2509.824,3,4,14,25,33,5,6,18,22,23
2510.336,1,1,16,19,26,2,5,13,16,23
2510.848,0,5,7,23,34,3,5,9,12,21
2511.36,1,2,15,18,25,2,8,20,17,24
2511.872,3,4,11,19,27,2,5,14,16,12
2512.384,4,5,17,30,31,3,7,13,17,28
2512.896,2,3,8,32,33,5,4,14,21,17
2513.408,3,4,12,19,39,4,3,19,24,18
2513.92,3,9,12,18,32,6,8,13,34,22
2514.432,2,6,14,19,42,6,7,11,17,24
2514.944,1,4,8,22,45,6,3,13,17,25
2515.456,0,4,11,27,36,1,7,15,18,16
2515.968,2,5,17,22,40,1,3,11,16,17
2516.48,2,2,16,35,33,2,4,16,15,22
2516.992,2,3,17,29,31,0,6,18,12,24
2517.504,4,4,14,31,41,4,4,17,21,16
2518.016,1,8,17,25,35,2,7,17,17,17
2518.528,3,4,13,32,28,3,8,9,14,10
2519.04,0,7,8,33,34,3,4,16,17,23
2519.552,2,5,12,24,36,3,4,11,17,17
2520.064,0,5,12,23,21,2,9,11,14,18
2520.576,1,3,22,30,39,4,7,13,16,28
2521.088,3,3,14,19,47,3,6,14,21,20
2521.6,1,2,12,25,33,1,7,14,18,18
2522.112,1,7,9,21,28,3,5,25,21,20
2522.624,1,6,17,25,33,1,6,18,20,25
2523.136,0,5,15,22,39,3,4,20,23,27
2523.648,2,3,15,33,37,3,7,14,22,22
2524.16,2,6,20,26,32,6,5,15,18,18
2524.672,0,1,14,27,41,4,7,14,13,21
2525.184,1,7,11,36,35,4,4,19,12,27
2525.696,2,4,13,30,35,5,10,12,13,18
2526.208,1,2,10,26,32,5,5,16,17,17
2526.72,0,7,9,31,36,4,4,19,21,16
2527.232,3,3,11,24,31,2,6,15,20,22
2527.744,2,7,11,22,37,3,5,12,18,18
2528.256,4,3,12,24,42,4,5,18,18,19
2528.768,0,0,11,21,29,5,10,12,19,18
2529.28,3,8,15,21,33,5,3,10,17,17
2529.792,2,5,8,25,38,2,4,17,15,23
2530.304,1,5,18,23,25,3,5,15,16,21
2530.816,0,5,9,30,38,4,7,20,21,16
2531.328,4,6,18,28,35,4,5,15,10,19
2531.84,2,3,11,29,36,3,8,20,16,17
2532.352,2,4,14,17,29,2,7,19,23,22
2532.864,4,0,11,22,28,1,5,20,21,16
2533.376,0,4,11,20,28,2,6,10,22,21
2533.888,3,4,8,27,35,2,9,9,23,12
2534.4,2,7,11,21,34,2,9,21,19,18
2534.912,0,4,10,24,50,2,4,16,23,24
2535.424,1,8,7,33,33,3,1,10,14,19
2535.936,0,5,16,20,40,5,3,16,17,16
2536.448,1,5,15,31,36,4,1,12,18,24
2536.96,3,2,11,23,32,4,8,19,16,28
2537.472,0,2,18,26,47,1,9,11,21,23
2537.984,2,2,12,20,35,5,6,19,30,15
2538.496,1,4,13,24,25,3,8,19,14,20
2539.008,2,6,11,31,38,5,1,13,15,28
2539.52,3,1,12,31,36,4,3,15,23,17
2540.032,0,8,17,23,28,1,5,15,14,13
2540.544,0,2,15,27,23,3,7,13,23,18
2541.056,3,4,17,21,31,3,2,9,18,20
2541.568,5,3,12,20,29,2,4,12,22,20
2542.08,2,4,8,24,29,1,9,17,27,22
2542.592,3,2,15,23,32,2,6,15,18,23
2543.104,1,3,12,28,43,1,9,15,17,20
2543.616,0,6,21,24,33,4,2,18,19,19
2544.128,0,5,16,30,37,2,3,14,14,22
2544.64,1,6,16,26,36,4,10,9,13,18
2545.152,1,8,11,17,31,4,7,24,16,25
2545.664,1,2,14,18,38,6,0,22,24,25
2546.176,2,4,17,28,35,2,4,16,16,18
2546.688,5,5,11,30,29,3,4,21,18,19
2547.2,3,3,10,21,33,1,7,19,26,20
2547.712,2,1,5,18,30,3,11,3,11,14
2548.224,2,2,13,26,38,1,4,11,17,16
2548.736,3,3,10,27,33,4,8,15,20,24
2549.248,2,3,10,34,42,4,3,9,22,17
2549.76,0,3,16,19,30,1,7,20,15,21
2550.272,1,9,15,17,42,1,4,13,14,18
2550.784,1,3,13,30,22,5,6,10,24,30
2551.296,1,2,12,28,34,2,1,17,14,19
2551.808,2,4,15,19,32,2,7,23,14,16
2552.32,2,7,5,27,38,5,5,15,15,24
2552.832,0,3,4,25,31,1,5,13,18,18
2553.344,2,4,16,20,38,3,8,11,18,19
2553.856,5,5,10,30,25,4,7,19,18,24
2554.368,1,3,14,25,34,1,6,12,20,21
2554.88,4,6,11,25,35,10,3,12,22,15
2555.392,2,7,12,37,33,1,2,15,17,21
2555.904,1,3,22,28,33,2,4,17,26,16
2556.416,3,2,12,25,32,3,5,9,18,28
2556.928,3,2,10,24,25,0,3,17,17,17
2557.44,1,6,9,15,28,0,8,10,24,20
2557.952,2,4,6,25,36,2,5,13,19,17
2558.464,0,4,13,27,28,3,5,20,16,26
2558.976,1,2,11,28,38,4,9,17,15,15
2559.488,2,2,8,27,40,0,7,13,20,21
2560,3,3,19,27,30,3,11,11,16,18
2560.512,1,5,15,20,34,1,3,11,19,20
2561.024,2,4,12,32,36,4,8,14,22,25
2561.536,1,6,9,28,38,4,6,13,16,27
2562.048,3,5,12,15,29,5,5,8,19,17
2562.56,1,4,9,25,33,2,7,15,19,23
2563.072,1,4,13,23,31,3,6,22,20,22
2563.584,3,5,12,21,30,1,8,12,25,13
2564.096,1,3,16,27,25,4,7,10,20,26
2564.608,0,3,12,29,30,6,9,9,14,25
2565.12,2,9,11,29,38,6,5,16,16,20
2565.632,0,3,12,22,38,5,5,16,17,17
2566.144,2,5,17,32,23,3,5,18,13,18
2566.656,1,4,13,25,35,1,6,10,18,21
2567.168,1,11,9,30,42,3,7,12,18,21
2567.68,0,4,7,19,26,2,7,22,17,14
2568.192,1,6,15,28,34,1,5,16,13,15
2568.704,1,3,13,25,39,4,4,10,12,24
2569.216,2,4,14,24,38,4,11,16,24,17
2569.728,2,2,8,26,36,4,3,11,16,18
2570.24,0,3,15,19,41,2,6,14,17,24
2570.752,0,5,15,19,27,1,5,8,12,16
2571.264,4,3,10,25,30,3,4,12,20,22
2571.776,1,4,16,24,31,5,6,14,21,18
2572.288,2,5,9,18,31,1,6,25,18,20
2572.8,4,6,10,31,35,3,5,12,14,20
2573.312,1,2,12,24,39,1,13,14,16,19
2573.824,2,4,11,24,35,7,9,6,18,23
2574.336,1,5,17,27,27,5,3,11,15,22
2574.848,3,9,12,21,32,3,7,13,25,19
2575.36,0,5,8,13,36,1,4,8,17,19
2575.872,3,1,12,22,34,2,7,12,26,21
2576.384,1,6,16,25,29,2,7,16,12,8
2576.896,0,1,11,18,34,4,10,19,29,21
2577.408,3,2,8,13,35,5,2,15,18,28
2577.92,2,2,17,13,29,7,9,14,12,21
2578.432,1,4,13,20,34,3,7,11,11,17
2578.944,1,7,17,24,29,3,3,16,11,21
2579.456,3,4,14,15,39,2,5,12,22,20
2579.968,2,3,16,25,35,5,7,7,15,18
2580.48,2,5,15,31,37,2,5,10,26,17
2580.992,4,3,13,18,29,0,4,11,20,18
2581.504,3,3,16,21,30,3,6,27,13,22
2582.016,4,4,12,23,46,4,6,16,21,25
2582.528,1,6,15,29,38,5,6,16,22,15
2583.04,1,4,13,20,44,3,2,10,21,24
2583.552,0,5,15,16,31,4,4,16,18,15
2584.064,3,4,15,35,39,2,5,17,14,21
2584.576,4,2,17,25,35,3,5,12,20,17
2585.088,1,2,10,27,32,0,6,17,19,15
2585.6,1,7,12,31,30,6,2,12,14,19
2586.112,2,2,13,16,33,2,5,11,19,15
2586.624,0,1,13,25,33,3,6,13,24,20
2587.136,4,6,8,24,29,3,4,14,26,16
2587.648,1,7,9,28,31,2,9,16,17,15
2588.16,0,2,14,32,26,2,6,7,22,18
2588.672,0,5,4,15,36,5,9,12,16,18
2589.184,2,7,11,27,40,1,8,14,27,17
2589.696,2,5,9,17,31,3,9,15,19,21
2590.208,2,3,15,23,26,3,5,11,21,24
2590.72,3,7,20,30,41,4,4,12,17,22
2591.232,0,3,16,21,40,5,6,9,20,16
2591.744,2,5,12,26,33,4,2,13,14,24
2592.256,0,6,13,31,36,2,7,10,17,24
2592.768,2,3,11,33,38,3,4,16,17,14
2593.28,0,5,14,21,26,1,6,14,16,21
2593.792,1,4,12,25,44,4,8,11,18,21
2594.304,1,5,20,23,26,3,9,11,21,30
2594.816,0,5,15,22,40,3,4,13,16,27
2595.328,2,6,12,32,27,4,7,5,18,15
2595.84,3,3,13,34,35,3,3,15,30,23
2596.352,1,5,14,19,37,4,5,7,13,26
2596.864,0,5,8,22,33,7,6,13,14,28
2597.376,2,2,10,28,39,3,6,7,10,21
2597.888,2,3,13,19,38,1,5,12,16,18
2598.4,0,4,15,25,41,2,5,11,17,22
2598.912,1,2,7,12,38,5,2,11,24,14
2599.424,2,9,16,22,23,2,4,16,18,14
2599.936,1,1,12,19,49,2,4,11,19,20
2600.448,3,1,17,21,23,2,8,12,17,22
2600.96,5,4,11,24,33,1,5,15,19,23
2601.472,0,1,15,25,36,6,1,11,13,24
2601.984,2,4,12,27,32,0,4,9,31,27
2602.496,0,7,14,29,34,0,3,16,21,13
2603.008,1,3,11,31,20,5,7,13,29,19
2603.52,2,5,16,23,36,4,10,17,20,27
2604.032,0,4,13,25,34,0,6,10,18,25
2604.544,1,1,13,15,38,3,8,14,15,16
2605.056,4,3,10,25,31,4,7,14,13,20
2605.568,1,5,12,24,32,4,7,12,13,25
2606.08,0,3,17,23,34,1,7,13,16,22
2606.592,1,4,15,31,30,4,7,16,25,25
2607.104,3,4,11,27,41,3,3,12,16,19
2607.616,1,3,12,17,36,6,1,12,23,18
2608.128,1,5,17,24,38,2,4,16,18,32
2608.64,0,8,10,27,26,5,2,7,19,19
2609.152,1,1,20,19,31,2,4,10,15,22
2609.664,1,7,13,19,27,6,10,7,22,24
2610.176,1,5,11,24,29,6,2,10,20,18
2610.688,0,0,11,27,44,0,7,12,17,30
2611.2,0,5,10,29,32,5,5,12,10,19
2611.712,4,4,17,30,34,4,10,10,20,24
2612.224,5,3,8,26,35,4,7,15,23,17
2612.736,0,6,9,25,32,1,4,12,11,15
2613.248,2,3,16,27,38,5,7,20,16,21
2613.76,2,1,12,28,34,3,7,8,14,21
2614.272,1,5,8,23,38,0,10,10,21,21
2614.784,1,2,18,28,25,4,7,12,17,21
2615.296,2,6,10,26,36,3,3,5,21,18
2615.808,1,3,16,18,25,5,3,11,18,12
2616.32,2,4,10,29,44,5,5,13,13,19
2616.832,2,6,10,19,42,4,8,18,20,11
2617.344,2,5,12,22,33,3,3,18,14,15
2617.856,1,5,11,26,43,4,2,20,18,18
2618.368,0,5,8,27,37,3,4,15,15,28
2618.88,2,6,18,24,41,2,11,15,14,24
2619.392,0,1,14,26,27,1,8,22,14,20
2619.904,2,3,12,29,45,1,6,16,24,17
2620.416,3,1,12,24,35,2,6,14,14,14
2620.928,3,2,11,21,38,5,7,22,20,18
2621.44,0,2,10,24,38,1,4,8,12,16
2621.952,1,7,11,21,34,3,5,16,24,21
2622.464,1,3,13,21,38,6,7,9,16,27
2622.976,2,3,11,23,35,3,5,11,11,18
2623.488,1,6,14,29,30,5,5,14,25,16
2624,0,5,11,29,40,4,5,15,9,16
2624.512,2,3,13,28,30,0,4,7,12,16
2625.024,1,4,19,27,24,3,5,16,16,22
2625.536,0,1,8,23,34,2,5,11,21,20
2626.048,2,4,12,30,46,2,5,11,16,22
2626.56,0,5,9,22,31,2,6,13,21,12
2627.072,1,3,8,27,30,2,1,14,15,26
2627.584,3,2,8,26,35,2,4,12,18,19
2628.096,1,2,14,26,32,4,4,15,19,17
2628.608,0,5,21,18,37,4,11,13,20,19
2629.12,0,4,7,24,37,4,4,11,16,29
2629.632,2,6,11,22,34,1,5,16,26,16
2630.144,1,6,14,29,33,2,6,12,20,12
2630.656,2,6,11,22,30,5,4,13,17,19
2631.168,3,7,13,18,29,2,5,12,18,18
2631.68,2,1,4,18,31,7,5,10,14,27
2632.192,1,4,11,21,43,3,5,13,14,18
2632.704,1,5,9,23,30,2,6,14,20,20
2633.216,0,4,10,22,30,0,6,18,10,16
2633.728,2,3,7,30,30,2,4,9,17,15
2634.24,2,5,17,23,41,4,6,4,11,26
2634.752,0,7,16,17,29,5,9,9,23,20
2635.264,0,4,8,27,36,6,7,14,18,18
2635.776,0,9,11,23,31,3,5,14,19,12
2636.288,2,1,15,19,32,1,9,17,27,25
2636.8,0,8,20,27,32,0,5,14,17,18
2637.312,3,5,15,23,31,1,6,16,14,23
2637.824,1,4,16,23,32,2,3,19,13,22
2638.336,1,5,8,25,37,4,8,16,20,16
2638.848,4,4,11,30,38,4,5,13,12,23
2639.36,3,4,11,22,29,3,1,14,27,25
2639.872,1,5,18,25,33,1,3,10,13,17
2640.384,3,6,12,28,33,3,8,12,23,22
2640.896,4,8,13,25,38,6,7,13,18,22
2641.408,1,2,12,21,35,7,8,14,17,13
2641.92,3,3,12,21,34,1,9,15,12,16
2642.432,0,3,10,19,28,2,7,21,17,22
