,Ref,,,,,APTMS,,,,
Time,100pc10int,50pc10int,50pc7int,50pc6int,10pct7int,100pct10int,50pct10int,50pct7int,50pct6int,10pct7int
7538.176,1,0,1,6,16,1,0,0,5,6
7538.688,0,1,2,6,10,0,0,3,3,8
7539.2,0,1,6,5,8,0,0,2,10,7
7539.712,0,1,1,7,14,0,1,3,5,5
7540.224,0,1,3,8,12,0,1,2,3,6
7540.736,0,5,5,9,9,0,1,0,8,13
7541.248,0,0,3,11,9,1,0,2,8,4
7541.76,0,1,1,12,11,0,2,3,4,9
7542.272,0,0,3,7,7,1,0,2,8,4
7542.784,0,1,2,11,14,0,0,1,2,5
7543.296,1,1,0,4,7,0,0,1,2,9
7543.808,1,1,3,14,16,0,0,4,7,10
7544.32,1,0,4,4,15,1,1,0,1,4
7544.832,0,0,1,5,14,0,1,3,3,7
7545.344,1,2,2,5,11,1,1,1,6,5
7545.856,0,0,3,10,10,0,0,2,5,12
7546.368,0,0,2,11,16,1,0,1,7,6
7546.88,0,0,2,5,17,0,0,0,7,7
7547.392,0,0,2,9,14,1,0,2,3,7
7547.904,0,0,1,7,14,0,1,0,9,14
7548.416,0,0,2,7,13,1,0,2,3,5
7548.928,0,1,1,6,13,0,0,0,5,9
7549.44,0,0,1,6,13,1,1,1,4,5
7549.952,1,2,2,6,15,0,0,2,0,5
7550.464,0,0,4,8,16,0,1,2,2,10
7550.976,1,2,6,10,12,2,0,3,1,4
7551.488,0,0,2,11,9,0,0,2,3,13
7552,0,0,3,10,6,1,0,5,3,8
7552.512,0,0,0,8,16,0,0,2,4,8
7553.024,0,0,3,9,15,1,2,2,5,7
7553.536,0,1,5,8,14,1,1,2,3,8
7554.048,1,1,6,9,16,0,0,1,6,9
7554.56,1,2,2,10,10,0,1,5,3,7
7555.072,0,0,1,5,11,1,1,1,5,5
7555.584,0,0,3,7,14,0,0,2,7,5
7556.096,1,2,0,5,10,0,2,4,2,10
7556.608,2,0,7,5,14,0,0,2,5,6
7557.12,0,1,2,10,15,0,0,2,4,9
7557.632,0,1,2,9,8,0,0,3,6,8
7558.144,0,0,1,11,12,0,1,1,2,6
7558.656,1,1,1,8,15,1,0,1,4,8
7559.168,0,0,4,8,17,1,0,0,6,5
7559.68,0,1,5,7,11,1,1,6,2,6
7560.192,0,1,2,13,10,0,2,2,5,4
7560.704,0,0,5,6,10,0,1,4,4,7
7561.216,0,0,2,4,13,1,3,2,4,11
7561.728,0,0,2,4,8,0,0,4,4,12
7562.24,0,0,1,8,9,0,0,3,5,4
7562.752,1,0,2,9,22,1,1,2,4,6
7563.264,0,2,1,4,18,0,0,2,3,6
7563.776,1,1,4,10,15,1,0,1,2,10
7564.288,0,0,2,10,11,0,0,2,5,11
7564.8,1,0,2,6,15,0,0,2,6,4
7565.312,0,0,1,9,15,0,0,5,5,5
7565.824,1,0,1,8,8,1,1,3,2,6
7566.336,0,0,5,9,19,1,1,1,4,8
7566.848,0,0,2,8,10,1,0,2,6,6
7567.36,0,1,1,6,10,0,1,4,6,8
7567.872,0,1,1,5,11,0,1,3,2,8
7568.384,1,1,4,5,13,1,5,5,6,4
7568.896,0,0,1,6,18,1,1,4,3,8
7569.408,0,0,6,9,8,2,2,1,1,11
7569.92,0,1,2,12,20,1,1,2,7,13
7570.432,0,0,0,6,11,0,1,2,5,9
7570.944,0,3,5,5,9,0,0,3,6,8
7571.456,1,0,2,6,20,0,1,2,1,13
7571.968,0,1,2,6,7,0,1,1,6,7
7572.48,0,1,2,4,13,0,1,1,2,6
7572.992,0,0,4,12,11,0,0,3,5,8
7573.504,3,0,1,7,14,0,0,0,3,8
7574.016,0,0,2,12,16,0,1,1,7,7
7574.528,1,0,4,10,14,0,1,4,5,4
7575.04,1,0,2,3,9,0,2,2,3,10
7575.552,0,0,5,9,17,2,1,4,2,8
7576.064,0,1,1,2,17,1,0,0,3,8
7576.576,0,2,4,9,12,0,0,1,2,4
7577.088,1,0,1,6,11,2,2,3,1,7
7577.6,0,2,1,5,12,0,0,5,5,5
7578.112,0,0,5,5,8,0,0,4,2,9
7578.624,0,2,4,6,18,0,1,0,4,7
7579.136,0,1,1,5,10,1,0,2,8,6
7579.648,0,1,4,8,14,0,0,1,4,7
7580.16,0,2,5,5,12,0,2,4,6,8
7580.672,0,3,2,9,15,0,1,2,8,7
7581.184,0,2,2,7,11,1,0,2,7,7
7581.696,0,0,1,3,14,0,2,4,2,2
7582.208,0,1,4,9,15,0,0,3,4,5
7582.72,0,1,0,2,17,0,0,0,0,14
7583.232,1,0,4,7,14,1,0,3,7,4
7583.744,0,0,2,3,14,2,2,4,4,6
7584.256,1,1,4,13,16,1,2,2,3,6
7584.768,0,2,1,7,12,0,2,2,3,6
7585.28,0,1,1,3,9,0,0,4,7,6
7585.792,0,0,4,8,13,0,0,3,1,9
7586.304,1,1,3,9,16,1,0,2,8,4
7586.816,1,0,4,6,16,1,0,2,6,4
7587.328,0,0,6,10,15,1,1,2,4,5
7587.84,0,1,2,12,15,0,0,3,4,9
7588.352,0,1,6,5,15,0,2,6,1,8
7588.864,0,1,3,9,9,0,0,2,1,9
7589.376,0,1,1,5,10,0,0,3,3,9
7589.888,0,1,6,4,13,2,0,0,3,3
7590.4,0,1,0,3,15,0,1,2,8,7
7590.912,0,0,3,9,10,1,1,0,1,10
7591.424,0,0,0,7,4,2,1,4,4,4
7591.936,0,2,5,12,17,0,0,3,1,4
7592.448,1,0,3,7,17,0,0,4,2,7
7592.96,0,0,3,8,13,1,1,3,6,7
7593.472,0,0,3,9,17,0,3,0,7,2
7593.984,0,3,2,6,12,0,3,3,5,5
7594.496,1,2,1,6,17,0,0,5,6,5
7595.008,0,0,4,5,14,1,0,0,5,5
7595.52,1,1,0,5,22,0,0,1,4,5
7596.032,1,0,0,6,18,0,0,1,5,8
7596.544,0,1,1,6,7,0,1,1,9,5
7597.056,0,0,1,12,20,0,0,4,9,4
7597.568,0,1,5,5,20,0,1,4,5,4
7598.08,0,0,1,10,14,0,2,5,6,9
7598.592,0,2,1,10,14,0,1,2,6,8
7599.104,0,1,4,7,13,1,2,2,3,5
7599.616,0,0,2,9,17,0,1,0,4,6
7600.128,0,0,1,3,18,0,1,1,6,8
7600.64,0,1,3,4,13,1,0,1,6,7
7601.152,0,0,2,8,17,0,0,2,4,7
7601.664,0,2,6,6,8,1,1,3,5,9
7602.176,0,0,1,4,15,0,1,0,1,5
7602.688,0,3,5,7,8,1,0,2,3,6
7603.2,0,1,1,7,7,0,0,0,3,8
7603.712,1,0,2,5,14,0,0,2,5,3
7604.224,0,1,2,5,13,0,0,2,7,6
7604.736,0,1,1,7,8,0,0,2,2,8
7605.248,2,0,3,8,17,0,0,1,5,6
7605.76,0,2,6,3,12,0,1,0,8,6
7606.272,0,0,1,5,6,0,3,0,7,4
7606.784,0,0,2,3,16,0,1,0,6,5
7607.296,0,0,0,8,16,0,1,2,3,10
7607.808,0,1,1,14,12,0,0,1,1,11
7608.32,0,0,7,3,8,0,0,1,8,11
7608.832,1,3,1,10,15,0,0,1,5,3
7609.344,0,2,5,7,11,0,0,2,7,6
7609.856,0,0,3,3,11,1,0,1,4,7
7610.368,0,1,1,3,14,0,0,6,2,9
7610.88,0,0,1,8,12,0,1,2,6,5
7611.392,1,1,3,11,11,0,1,3,3,6
7611.904,0,0,3,8,13,0,1,2,6,8
7612.416,1,0,1,6,17,0,2,4,10,6
7612.928,0,2,2,6,15,0,0,2,6,7
7613.44,0,1,0,8,10,0,2,4,4,4
7613.952,0,1,3,5,17,1,2,1,3,10
7614.464,0,2,2,12,8,1,1,3,4,7
7614.976,1,0,6,3,13,1,0,0,3,12
7615.488,1,0,4,10,11,0,2,1,2,3
7616,1,1,3,8,19,0,0,3,4,7
7616.512,0,1,3,7,10,0,0,1,4,11
7617.024,0,0,1,3,14,0,1,2,4,12
7617.536,0,2,3,11,14,0,2,2,4,7
7618.048,1,0,3,5,23,0,0,3,3,3
7618.56,0,0,4,8,7,0,2,2,2,5
7619.072,0,2,5,11,17,2,1,3,5,9
7619.584,1,1,3,5,12,0,2,3,4,5
7620.096,0,0,3,12,14,0,1,1,2,5
7620.608,0,0,4,9,15,0,0,2,1,5
7621.12,1,0,4,5,13,0,1,3,6,8
7621.632,0,2,4,6,15,0,1,4,3,4
7622.144,0,0,2,4,15,0,1,4,6,4
7622.656,1,2,1,7,11,0,1,5,7,7
7623.168,0,2,2,6,13,2,2,2,2,5
7623.68,0,1,2,12,13,0,0,3,3,5
7624.192,0,0,6,5,12,0,0,4,5,7
7624.704,0,0,2,8,15,0,0,2,5,6
7625.216,0,1,2,8,8,1,1,1,4,13
7625.728,1,1,2,8,11,0,2,2,3,11
7626.24,1,1,3,5,12,0,0,4,6,6
7626.752,1,1,2,4,14,0,1,1,3,2
7627.264,1,1,2,7,14,0,0,2,9,8
7627.776,0,1,3,6,8,0,0,3,1,5
7628.288,0,1,2,8,15,0,0,4,8,8
7628.8,1,1,2,5,11,1,2,3,0,12
7629.312,0,0,2,6,15,1,0,2,8,4
7629.824,0,1,0,5,12,1,0,0,5,10
7630.336,0,1,1,8,10,0,1,2,6,8
7630.848,0,0,3,7,19,2,1,2,2,6
7631.36,0,1,0,6,12,2,1,5,3,6
7631.872,0,1,4,2,9,1,0,2,4,7
7632.384,0,1,2,15,14,1,1,4,3,5
7632.896,1,1,3,9,12,0,1,2,4,5
7633.408,0,2,3,8,6,1,0,6,2,8
7633.92,0,0,2,7,17,0,1,1,1,6
7634.432,0,1,3,7,11,1,0,3,0,6
7634.944,0,0,1,6,15,1,0,2,4,3
7635.456,0,1,4,6,12,1,1,4,4,7
7635.968,0,2,1,3,12,0,0,2,3,6
7636.48,0,0,6,3,15,0,1,1,2,6
7636.992,1,1,4,4,12,0,0,3,2,7
7637.504,0,0,3,4,13,0,0,2,2,4
7638.016,1,1,3,8,14,1,1,3,2,6
7638.528,0,2,3,6,12,2,0,3,8,7
7639.04,0,0,3,9,14,0,0,5,5,4
7639.552,1,0,5,5,17,1,0,3,6,13
7640.064,0,0,1,11,14,0,0,3,6,4
7640.576,0,3,6,4,8,0,1,3,5,8
7641.088,0,1,2,10,14,0,2,2,5,3
7641.6,0,1,1,2,8,2,1,2,4,6
7642.112,0,3,4,6,12,0,0,4,10,6
7642.624,1,1,1,7,13,2,0,4,3,6
7643.136,1,1,0,12,22,0,2,1,8,4
7643.648,1,1,7,4,12,0,1,1,6,4
7644.16,0,1,2,7,15,1,1,3,4,10
7644.672,0,0,0,9,9,0,0,4,7,7
7645.184,1,0,4,6,8,0,0,3,4,7
7645.696,0,0,2,11,15,0,2,4,4,10
7646.208,1,0,0,6,10,0,0,3,6,8
7646.72,0,0,1,9,6,0,1,3,4,6
7647.232,0,0,4,5,14,1,0,2,4,4
7647.744,0,0,3,6,11,0,1,1,0,5
7648.256,1,1,1,8,6,1,0,5,4,11
7648.768,1,0,7,8,18,0,0,1,7,7
7649.28,0,0,4,10,12,1,1,5,2,12
7649.792,2,0,3,5,16,2,2,1,5,4
7650.304,1,0,4,6,10,0,0,2,4,6
7650.816,0,3,1,3,11,0,0,0,3,6
7651.328,0,1,3,5,9,0,3,4,4,4
7651.84,0,1,3,5,12,0,0,2,8,9
7652.352,1,0,3,10,16,0,1,2,5,10
7652.864,1,1,1,5,13,2,0,2,3,8
7653.376,1,0,2,10,19,0,1,5,4,5
7653.888,0,0,0,4,11,0,0,2,4,1
7654.4,0,2,4,6,12,1,1,3,3,10
7654.912,0,0,3,10,15,0,2,1,5,11
7655.424,0,2,1,3,8,0,1,1,4,7
7655.936,0,1,3,15,15,0,0,4,1,6
7656.448,0,3,0,9,16,0,2,0,4,4
7656.96,0,0,0,8,4,0,0,1,6,10
7657.472,0,0,1,6,14,0,1,2,3,5
7657.984,1,0,1,7,16,0,2,4,4,5
7658.496,1,0,0,4,10,2,0,0,4,4
7659.008,0,0,3,3,12,2,2,2,2,7
7659.52,0,0,2,8,16,0,0,2,4,6
7660.032,1,1,2,7,13,0,0,1,3,9
7660.544,0,0,3,8,20,0,0,2,6,11
7661.056,0,1,0,5,12,1,1,5,3,5
7661.568,1,0,2,5,17,0,0,3,4,10
7662.08,0,1,3,2,14,0,0,0,3,5
7662.592,0,2,1,4,12,0,1,6,4,12
7663.104,0,1,2,5,13,0,0,2,1,6
7663.616,0,3,2,12,12,0,1,3,5,12
7664.128,0,1,4,9,15,0,1,1,4,7
7664.64,1,2,3,8,8,0,2,3,4,6
7665.152,0,0,5,10,14,1,1,6,3,7
7665.664,0,1,3,4,14,0,1,2,3,9
7666.176,0,0,5,8,13,0,1,1,5,6
7666.688,0,0,5,7,12,1,1,4,6,6
7667.2,0,0,5,8,18,0,1,3,3,6
7667.712,1,1,1,3,14,0,0,3,7,4
7668.224,0,2,4,7,15,0,1,1,2,7
7668.736,0,0,3,6,21,0,1,4,3,6
7669.248,0,0,3,1,11,0,2,1,2,7
7669.76,1,2,2,8,12,1,1,7,4,5
7670.272,0,0,0,8,12,1,0,1,4,10
7670.784,0,0,4,7,10,0,0,3,3,5
7671.296,0,1,6,4,10,0,2,4,7,9
7671.808,1,0,5,10,19,1,0,1,5,9
7672.32,0,0,3,6,16,1,0,1,2,6
7672.832,1,0,1,4,10,0,0,3,0,6
7673.344,0,0,2,9,11,0,0,2,3,7
7673.856,0,2,1,3,13,0,1,2,5,6
7674.368,1,0,0,8,10,0,0,2,4,6
7674.88,0,2,1,6,15,0,1,2,5,6
7675.392,0,1,1,10,10,1,1,3,3,7
7675.904,0,1,2,6,9,0,1,1,4,6
7676.416,0,1,1,3,13,0,3,5,4,3
7676.928,0,0,8,11,17,0,3,1,4,10
7677.44,0,1,1,7,10,1,1,5,2,2
7677.952,1,0,1,7,13,0,0,3,4,13
7678.464,0,1,2,7,14,1,0,4,3,5
7678.976,0,0,1,3,7,1,1,3,2,7
7679.488,0,2,2,5,10,1,1,2,4,7
7680,0,1,2,9,13,0,1,0,6,4
7680.512,0,1,3,4,9,2,0,2,9,6
7681.024,0,0,4,6,9,0,2,2,6,8
7681.536,0,0,2,11,13,0,0,3,3,6
7682.048,0,1,2,6,13,2,0,3,7,4
7682.56,1,1,2,5,12,1,1,2,1,11
7683.072,0,1,4,5,15,1,1,5,1,4
7683.584,0,0,0,10,10,0,2,2,5,5
7684.096,1,0,4,9,10,0,1,1,4,10
7684.608,0,0,3,7,19,0,2,1,4,11
7685.12,0,0,1,6,14,0,0,4,2,4
7685.632,1,0,1,5,16,0,1,4,5,11
7686.144,0,0,4,7,10,1,0,3,4,6
7686.656,0,0,1,8,15,0,0,0,8,8
7687.168,0,1,1,5,12,1,2,3,3,9
7687.68,0,0,3,8,9,0,1,1,5,9
7688.192,1,1,3,9,14,2,0,7,2,4
7688.704,0,0,2,5,17,2,0,1,3,4
7689.216,0,0,5,7,18,0,0,3,6,3
7689.728,0,0,2,9,14,0,1,1,6,8
7690.24,0,0,6,8,10,0,1,4,4,8
7690.752,1,0,4,12,13,0,4,4,1,3
7691.264,0,0,3,10,9,0,0,4,3,6
7691.776,0,2,2,9,13,1,0,0,7,8
7692.288,0,1,7,4,10,0,1,3,2,5
7692.8,0,0,3,4,9,0,2,2,5,11
7693.312,0,1,3,9,12,1,0,6,1,9
7693.824,0,3,3,5,10,1,0,1,6,11
7694.336,0,1,1,7,12,0,1,1,4,4
7694.848,2,0,3,7,11,0,2,4,4,10
7695.36,1,1,2,14,12,1,0,5,5,5
7695.872,2,2,5,10,11,0,0,3,3,10
7696.384,0,1,2,7,13,0,1,3,3,9
7696.896,0,2,2,7,5,0,0,5,5,6
7697.408,0,0,4,7,14,1,1,4,7,4
7697.92,1,1,1,2,16,0,2,5,7,6
7698.432,0,0,4,2,8,0,1,0,6,11
7698.944,0,0,1,5,18,0,2,1,2,3
7699.456,0,2,2,7,9,0,2,1,8,9
7699.968,0,0,1,14,12,0,1,1,5,6
7700.48,0,1,3,4,13,1,0,3,3,6
7700.992,0,2,2,5,9,0,0,3,4,7
7701.504,1,0,3,10,15,0,1,2,2,7
7702.016,1,0,5,6,10,0,1,3,7,7
7702.528,0,0,1,4,10,0,0,3,2,1
7703.04,0,2,5,6,11,0,1,3,5,6
7703.552,0,1,2,7,12,1,0,4,4,5
7704.064,0,0,1,4,17,1,0,3,5,4
7704.576,0,1,2,4,14,0,2,0,3,9
7705.088,2,0,3,5,21,1,0,2,1,5
7705.6,1,2,7,3,16,0,0,2,4,6
7706.112,0,1,3,5,19,0,1,6,5,7
7706.624,0,0,0,5,14,0,0,1,5,6
7707.136,0,0,4,11,16,0,2,0,7,4
7707.648,1,1,0,4,11,0,1,1,6,7
7708.16,0,0,1,2,12,0,0,0,6,4
7708.672,0,0,4,5,13,0,2,3,5,5
7709.184,1,3,3,10,12,2,0,2,3,9
7709.696,0,1,4,10,16,0,0,1,3,10
7710.208,0,1,2,3,20,0,0,2,7,5
7710.72,0,0,2,4,7,1,0,2,4,4
7711.232,1,0,4,3,13,2,0,2,2,7
7711.744,1,2,3,5,13,1,1,5,3,3
7712.256,2,0,5,12,17,0,0,1,7,8
7712.768,0,2,1,3,14,1,0,3,6,6
7713.28,0,1,1,3,14,0,1,5,0,7
7713.792,0,1,2,11,10,0,0,1,3,4
7714.304,1,0,1,19,13,2,2,3,3,5
7714.816,1,0,1,7,22,1,0,3,8,4
7715.328,0,1,1,9,9,0,0,1,4,9
7715.84,0,0,1,10,19,1,0,0,6,12
7716.352,0,0,3,6,21,0,0,5,6,5
7716.864,0,1,0,8,12,1,1,3,4,9
7717.376,0,0,1,8,9,0,1,2,4,6
7717.888,0,0,1,6,15,1,1,2,5,5
7718.4,0,0,2,7,23,0,0,2,5,14
7718.912,0,0,1,6,14,0,1,1,6,3
7719.424,0,2,8,12,10,0,1,3,2,6
7719.936,0,0,1,3,17,0,0,2,1,5
7720.448,0,0,1,8,15,0,1,4,4,6
7720.96,0,2,1,5,10,2,0,3,2,6
7721.472,0,0,4,9,10,0,2,3,10,7
7721.984,0,1,3,5,10,0,1,0,6,10
7722.496,0,0,5,7,11,0,3,6,2,6
7723.008,0,1,4,5,9,0,0,1,4,5
7723.52,0,0,2,6,14,0,1,2,5,6
7724.032,1,0,2,6,14,1,0,3,5,5
7724.544,0,0,0,3,13,1,0,2,3,5
7725.056,0,2,6,7,17,0,1,1,6,4
7725.568,0,0,2,8,14,0,0,4,2,8
7726.08,0,1,5,8,10,0,0,4,4,6
7726.592,0,0,1,4,9,0,1,3,6,2
7727.104,1,0,0,8,15,1,2,2,3,11
7727.616,0,0,0,3,13,0,0,1,2,12
7728.128,0,0,4,7,13,0,1,2,5,5
7728.64,1,0,3,5,15,1,0,0,4,7
7729.152,0,0,2,5,12,0,1,4,2,7
7729.664,0,1,3,14,14,0,2,3,2,10
7730.176,0,3,4,8,15,1,1,4,7,3
7730.688,0,3,2,8,13,1,1,4,0,10
7731.2,0,0,2,9,13,0,0,3,6,7
7731.712,0,1,1,7,16,0,1,3,4,7
7732.224,3,0,1,11,11,0,1,1,6,5
7732.736,1,0,4,10,7,0,1,3,4,4
7733.248,0,1,1,10,11,1,0,3,3,8
7733.76,0,0,3,8,9,0,1,5,5,1
7734.272,0,0,2,8,15,2,1,3,2,2
7734.784,1,1,1,7,16,0,1,4,4,5
7735.296,0,2,1,4,13,0,1,0,6,8
7735.808,0,3,1,5,17,0,1,0,4,8
7736.32,1,0,2,11,21,0,1,2,4,6
7736.832,0,1,2,4,14,2,0,3,6,7
7737.344,0,1,3,10,11,2,1,3,0,2
7737.856,1,1,2,3,12,0,2,2,2,2
7738.368,0,0,3,9,12,0,2,6,7,11
7738.88,0,2,2,9,14,0,0,3,7,5
7739.392,1,1,2,9,7,0,1,2,5,7
7739.904,0,0,3,2,11,0,2,2,4,8
7740.416,0,0,4,10,10,2,1,2,3,11
7740.928,0,1,2,5,14,1,1,2,4,6
7741.44,0,1,1,7,7,1,0,1,7,7
7741.952,0,1,4,8,10,0,0,1,4,5
7742.464,0,1,2,4,8,0,1,1,5,9
7742.976,0,1,2,6,10,2,0,3,1,7
7743.488,0,1,2,9,13,0,1,3,1,6
7744,0,1,5,10,12,0,1,0,7,5
7744.512,0,1,1,5,12,0,0,0,6,7
7745.024,0,2,1,6,6,0,0,3,5,4
7745.536,0,0,6,9,14,1,0,1,6,2
7746.048,1,2,2,7,16,0,0,3,4,6
7746.56,0,1,4,11,12,0,0,1,2,5
7747.072,0,1,7,10,14,1,0,3,3,6
7747.584,0,0,6,5,8,0,2,1,6,7
7748.096,0,0,4,9,7,0,0,1,3,7
7748.608,1,0,1,5,12,0,0,5,5,4
7749.12,0,0,3,5,7,0,0,2,2,8
7749.632,0,0,3,11,15,0,0,4,3,8
7750.144,0,1,1,5,10,0,0,6,3,8
7750.656,0,1,3,7,11,0,0,7,8,5
7751.168,0,1,0,8,11,0,0,6,6,3
7751.68,0,2,1,4,21,0,0,4,3,11
7752.192,0,1,0,5,8,0,2,3,5,6
7752.704,0,0,2,10,19,0,1,2,6,7
7753.216,0,0,3,4,17,1,0,1,4,6
7753.728,0,1,2,9,14,1,0,3,4,10
7754.24,0,1,4,6,20,2,1,2,1,6
7754.752,0,0,4,5,14,0,0,1,8,4
7755.264,0,0,0,9,18,0,1,4,3,8
7755.776,1,0,1,6,10,1,0,4,6,5
7756.288,0,0,2,8,16,0,0,4,5,9
7756.8,0,1,1,7,12,0,0,2,4,5
7757.312,1,4,0,7,15,0,2,3,4,9
7757.824,0,2,2,7,9,0,0,3,5,8
7758.336,1,1,1,5,10,0,0,0,9,7
7758.848,0,3,5,7,15,0,0,0,1,11
7759.36,0,1,0,12,15,0,0,5,2,6
7759.872,0,2,0,9,14,1,1,0,2,7
7760.384,1,3,1,5,18,0,1,4,5,7
7760.896,1,0,2,4,17,1,1,4,2,7
7761.408,1,1,0,10,9,0,1,3,7,7
7761.92,1,1,2,5,10,0,1,1,4,10
7762.432,0,1,4,2,19,1,1,1,2,7
7762.944,0,1,3,9,11,0,3,5,4,8
7763.456,0,0,3,3,16,0,0,1,4,10
7763.968,0,0,2,8,12,0,0,2,6,7
7764.48,0,1,3,8,16,0,0,2,2,6
7764.992,1,2,3,6,15,0,1,5,5,9
7765.504,1,1,2,4,14,0,1,2,2,5
7766.016,1,0,1,8,10,0,0,0,6,4
7766.528,0,1,1,6,15,0,1,2,6,8
7767.04,0,1,3,8,7,0,0,2,3,4
7767.552,0,0,0,8,13,1,2,5,5,12
7768.064,0,1,5,10,14,1,0,2,3,7
7768.576,0,3,1,7,9,0,3,2,1,7
7769.088,0,2,2,6,16,2,1,0,4,4
7769.6,0,1,2,6,15,1,0,2,4,10
7770.112,1,0,3,6,19,0,2,0,5,8
7770.624,0,0,1,11,15,1,0,2,3,6
7771.136,0,0,1,5,8,0,0,2,5,8
7771.648,0,0,2,5,17,0,1,2,4,5
7772.16,0,0,3,6,9,0,3,2,4,11
7772.672,0,0,3,6,16,0,1,4,5,6
7773.184,0,3,1,6,12,1,0,3,3,6
7773.696,0,1,3,3,8,0,0,2,3,6
7774.208,0,1,3,7,9,1,0,1,4,4
7774.72,1,0,1,2,14,0,1,3,4,9
7775.232,0,3,4,5,15,0,1,3,7,4
7775.744,0,1,6,2,24,0,0,2,6,8
7776.256,1,1,3,8,18,0,0,2,7,3
7776.768,1,1,2,9,18,0,0,4,5,4
7777.28,1,0,2,9,8,0,0,1,5,6
7777.792,0,1,1,14,18,1,3,3,2,5
7778.304,1,0,3,8,13,1,0,3,6,10
7778.816,1,0,3,3,12,0,0,5,2,5
7779.328,0,0,1,10,13,0,0,3,3,9
7779.84,0,0,4,13,15,0,3,1,2,8
7780.352,0,0,2,9,13,0,0,1,2,8
7780.864,0,2,3,8,19,0,2,2,4,2
7781.376,0,0,2,3,10,1,0,0,6,6
7781.888,2,0,1,4,10,0,0,3,6,7
7782.4,0,0,6,7,15,0,2,4,8,5
7782.912,0,1,4,9,14,0,1,2,5,4
7783.424,0,1,4,12,13,0,0,3,3,8
7783.936,0,1,2,6,16,2,0,4,6,1
7784.448,0,1,2,5,17,0,3,2,6,5
7784.96,0,0,2,7,17,0,1,1,7,8
7785.472,0,1,2,4,12,0,1,2,2,6
7785.984,0,0,2,8,16,0,0,5,3,12
7786.496,0,1,2,7,15,0,2,3,4,8
7787.008,2,3,4,7,14,0,0,5,6,7
7787.52,0,1,1,6,18,0,0,1,5,8
7788.032,0,0,7,4,14,1,0,2,3,1
7788.544,1,0,5,4,14,0,1,0,10,15
7789.056,0,1,2,7,12,1,0,3,1,6
7789.568,0,0,2,11,10,3,0,3,7,9
7790.08,0,0,3,3,13,0,0,2,5,5
7790.592,0,0,5,6,8,1,1,2,3,11
7791.104,1,0,3,13,14,0,1,2,6,6
7791.616,1,0,5,9,12,0,2,3,5,5
7792.128,1,0,2,7,15,0,2,1,2,10
7792.64,0,0,7,4,13,0,2,4,10,3
7793.152,0,2,4,8,6,0,1,7,6,7
7793.664,0,1,2,6,14,0,0,2,8,7
7794.176,1,0,3,7,11,0,3,1,6,5
7794.688,0,2,3,9,9,0,0,6,2,4
7795.2,0,2,3,9,11,0,0,3,10,4
7795.712,0,0,3,9,11,0,0,1,3,6
7796.224,1,1,3,13,13,1,1,3,2,4
7796.736,1,2,2,9,16,0,0,4,3,8
7797.248,1,0,3,8,10,0,0,2,4,8
7797.76,0,0,3,7,8,0,2,2,5,8
7798.272,0,1,4,11,12,0,3,2,2,5
7798.784,0,0,1,6,11,1,1,2,3,6
7799.296,1,1,2,7,16,1,2,2,1,7
7799.808,0,1,2,6,10,0,0,1,6,6
7800.32,0,3,2,7,11,0,0,4,3,9
7800.832,1,2,3,6,10,0,1,4,5,3
7801.344,1,0,6,6,6,0,1,2,4,6
7801.856,0,0,6,6,17,0,1,0,5,5
7802.368,0,0,3,4,15,0,2,3,3,7
7802.88,1,0,1,10,13,1,0,8,4,4
7803.392,0,0,1,3,12,0,1,2,7,3
7803.904,0,0,4,9,11,1,1,1,2,8
7804.416,0,0,3,4,12,1,1,2,8,6
7804.928,1,0,1,6,9,0,0,3,2,8
7805.44,1,0,2,5,17,1,0,1,1,3
7805.952,1,0,1,12,13,0,1,3,4,9
7806.464,0,2,3,6,13,0,0,5,4,8
7806.976,0,0,7,3,15,0,1,0,6,3
7807.488,0,2,4,7,14,1,0,2,1,6
7808,0,2,1,4,12,0,0,1,3,6
7808.512,0,0,2,5,13,0,2,2,9,6
7809.024,1,1,3,8,9,0,1,2,3,5
7809.536,0,4,1,5,14,2,0,4,7,3
7810.048,0,1,2,9,7,1,0,1,7,11
7810.56,0,1,5,8,16,0,0,2,1,4
7811.072,0,0,3,5,10,1,0,6,2,9
7811.584,0,0,1,3,17,1,1,1,2,7
7812.096,0,0,2,5,11,0,0,3,3,6
7812.608,1,0,2,3,10,0,1,5,5,7
7813.12,1,2,4,4,15,0,0,5,7,6
7813.632,0,1,3,11,9,0,2,1,6,8
7814.144,1,0,1,5,15,0,0,3,5,3
7814.656,0,1,3,6,12,0,0,3,2,5
7815.168,1,0,5,3,8,1,2,4,6,7
7815.68,0,1,1,7,14,0,0,3,3,5
7816.192,0,0,2,2,15,0,0,2,3,6
7816.704,0,0,0,11,14,1,0,2,6,6
7817.216,2,2,4,6,12,0,1,2,5,4
7817.728,0,0,0,6,17,0,2,2,3,2
7818.24,0,0,1,16,16,0,0,2,1,7
7818.752,0,0,2,4,10,0,1,0,5,7
7819.264,1,0,4,5,19,0,0,1,4,4
7819.776,1,1,1,5,14,0,1,4,5,10
7820.288,0,1,1,5,12,0,0,1,4,3
7820.8,0,2,1,9,12,1,2,1,3,9
7821.312,0,1,4,9,12,0,1,2,7,6
7821.824,0,1,2,5,13,1,0,2,2,8
7822.336,0,1,3,10,15,1,1,4,2,6
7822.848,0,2,2,13,15,0,0,3,6,7
